Date,Open,High,Low,Close,Adj Close,Volume
2020-04-15,9196.400391,9261.200195,8874.099609,8925.299805,8925.299805,879100
2020-04-16,8851.250000,9053.750000,8821.900391,8992.799805,8992.799805,719400
2020-04-17,9323.450195,9324.000000,9091.349609,9266.750000,9266.750000,684200
2020-04-20,9390.200195,9390.849609,9230.799805,9261.849609,9261.849609,726400
2020-04-21,9016.950195,9044.400391,8909.400391,8981.450195,8981.450195,655100
2020-04-22,9026.750000,9209.750000,8946.250000,9187.299805,9187.299805,734400
2020-04-23,9232.349609,9343.599609,9170.150391,9313.900391,9313.900391,666700
2020-04-24,9163.900391,9296.900391,9141.299805,9154.400391,9154.400391,659400
2020-04-27,9259.700195,9377.099609,9250.349609,9282.299805,9282.299805,512800
2020-04-28,9389.799805,9404.400391,9260.000000,9380.900391,9380.900391,614500
2020-04-29,9408.599609,9599.849609,9392.349609,9553.349609,9553.349609,653000
2020-04-30,9753.500000,9889.049805,9731.500000,9859.900391,9859.900391,931200
2020-05-04,9533.500000,9533.500000,9266.950195,9293.500000,9293.500000,687500
2020-05-05,9429.400391,9450.900391,9190.750000,9205.599609,9205.599609,725200
2020-05-06,9226.799805,9346.900391,9116.500000,9270.900391,9270.900391,722200
2020-05-07,9234.049805,9277.849609,9175.900391,9199.049805,9199.049805,708700
2020-05-08,9376.950195,9382.650391,9238.200195,9251.500000,9251.500000,609100
2020-05-11,9348.150391,9439.900391,9219.950195,9239.200195,9239.200195,704600
2020-05-12,9168.849609,9240.849609,9043.950195,9196.549805,9196.549805,805500
2020-05-13,9584.200195,9584.500000,9351.099609,9383.549805,9383.549805,846400
2020-05-14,9213.950195,9281.099609,9119.750000,9142.750000,9142.750000,602600
2020-05-15,9182.400391,9182.400391,9050.000000,9136.849609,9136.849609,575900
2020-05-18,9158.299805,9158.299805,8806.750000,8823.250000,8823.250000,773000
2020-05-19,8961.700195,9030.349609,8855.299805,8879.099609,8879.099609,762200
2020-05-20,8889.150391,9093.799805,8875.349609,9066.549805,9066.549805,622300
2020-05-21,9079.450195,9178.549805,9056.099609,9106.250000,9106.250000,631500
2020-05-22,9067.900391,9149.599609,8968.549805,9039.250000,9039.250000,675800
2020-05-26,9099.750000,9161.650391,8996.650391,9029.049805,9029.049805,655000
2020-05-27,9082.200195,9334.000000,9004.250000,9314.950195,9314.950195,763500
2020-05-28,9364.950195,9511.250000,9336.500000,9490.099609,9490.099609,837900
2020-05-29,9422.200195,9598.849609,9376.900391,9580.299805,9580.299805,967000
2020-06-01,9726.849609,9931.599609,9706.950195,9826.150391,9826.150391,794200
2020-06-02,9880.849609,9995.599609,9824.049805,9979.099609,9979.099609,770200
2020-06-03,10108.299805,10176.200195,10035.549805,10061.549805,10061.549805,794700
2020-06-04,10054.250000,10123.849609,9944.250000,10029.099609,10029.099609,775100
2020-06-05,10093.799805,10177.799805,10040.750000,10142.150391,10142.150391,987100
2020-06-08,10326.750000,10328.500000,10120.250000,10167.450195,10167.450195,936500
2020-06-09,10181.150391,10291.150391,10021.450195,10046.650391,10046.650391,754200
2020-06-10,10072.599609,10148.750000,10036.849609,10116.150391,10116.150391,632400
2020-06-11,10094.099609,10112.049805,9885.049805,9902.000000,9902.000000,715500
2020-06-12,9544.950195,9996.049805,9544.349609,9972.900391,9972.900391,796300
2020-06-15,9919.349609,9943.349609,9726.349609,9813.700195,9813.700195,716100
2020-06-16,10014.799805,10046.150391,9728.500000,9914.000000,9914.000000,899900
2020-06-17,9876.700195,10003.599609,9833.799805,9881.150391,9881.150391,685400
2020-06-18,9863.250000,10111.200195,9845.049805,10091.650391,10091.650391,622900
2020-06-19,10119.000000,10272.400391,10072.650391,10244.400391,10244.400391,892100
2020-06-22,10318.750000,10393.650391,10277.599609,10311.200195,10311.200195,685400
2020-06-23,10347.950195,10484.700195,10301.750000,10471.000000,10471.000000,669200
2020-06-24,10529.250000,10553.150391,10281.950195,10305.299805,10305.299805,854800
2020-06-25,10235.549805,10361.799805,10194.500000,10288.900391,10288.900391,994200
2020-06-26,10378.900391,10409.849609,10311.250000,10383.000000,10383.000000,671900
2020-06-29,10311.950195,10337.950195,10223.599609,10312.400391,10312.400391,574500
2020-06-30,10382.599609,10401.049805,10267.349609,10302.099609,10302.099609,556200
2020-07-01,10323.799805,10447.049805,10299.599609,10430.049805,10430.049805,573600
2020-07-02,10493.049805,10598.200195,10485.549805,10551.700195,10551.700195,597400
2020-07-03,10614.950195,10631.299805,10562.650391,10607.349609,10607.349609,525200
2020-07-06,10723.849609,10811.400391,10695.099609,10763.650391,10763.650391,571200
2020-07-07,10802.849609,10813.799805,10689.700195,10799.650391,10799.650391,636800
2020-07-08,10818.650391,10847.849609,10676.549805,10705.750000,10705.750000,767900
2020-07-09,10755.549805,10836.849609,10733.000000,10813.450195,10813.450195,618700
2020-07-10,10764.099609,10819.400391,10713.000000,10768.049805,10768.049805,590700
2020-07-13,10851.849609,10894.049805,10756.049805,10802.700195,10802.700195,554100
2020-07-14,10750.849609,10755.650391,10562.900391,10607.349609,10607.349609,532400
2020-07-15,10701.000000,10827.450195,10577.750000,10618.200195,10618.200195,715900
2020-07-16,10706.200195,10755.299805,10595.200195,10739.950195,10739.950195,694400
2020-07-17,10752.000000,10933.450195,10749.650391,10901.700195,10901.700195,676900
2020-07-20,10999.450195,11037.900391,10953.000000,11022.200195,11022.200195,554300
2020-07-21,11126.099609,11179.549805,11113.250000,11162.250000,11162.250000,772000
2020-07-22,11231.200195,11238.099609,11056.549805,11132.599609,11132.599609,765100
2020-07-23,11135.000000,11239.799805,11103.150391,11215.450195,11215.450195,621600
2020-07-24,11149.950195,11225.400391,11090.299805,11194.150391,11194.150391,678900
2020-07-27,11225.000000,11225.000000,11087.849609,11131.799805,11131.799805,588100
2020-07-28,11154.099609,11317.750000,11151.400391,11300.549805,11300.549805,683900
2020-07-29,11276.900391,11341.400391,11149.750000,11202.849609,11202.849609,600700
2020-07-30,11254.299805,11299.950195,11084.950195,11102.150391,11102.150391,677800
2020-07-31,11139.500000,11150.400391,11026.650391,11073.450195,11073.450195,642600
2020-08-03,11057.549805,11058.049805,10882.250000,10891.599609,10891.599609,680900
2020-08-04,10946.650391,11112.250000,10908.099609,11095.250000,11095.250000,625700
2020-08-05,11155.750000,11225.650391,11064.049805,11101.650391,11101.650391,667600
2020-08-06,11185.700195,11256.799805,11127.299805,11200.150391,11200.150391,600400
2020-08-07,11186.650391,11231.900391,11142.049805,11214.049805,11214.049805,452600
2020-08-10,11270.250000,11337.299805,11238.000000,11270.150391,11270.150391,492000
2020-08-11,11322.250000,11373.599609,11299.150391,11322.500000,11322.500000,586100
2020-08-12,11289.000000,11322.000000,11242.650391,11308.400391,11308.400391,609900
2020-08-13,11334.849609,11359.299805,11269.950195,11300.450195,11300.450195,562400
2020-08-14,11353.299805,11366.250000,11111.450195,11178.400391,11178.400391,645100
2020-08-17,11248.900391,11267.099609,11144.500000,11247.099609,11247.099609,634000
2020-08-18,11259.799805,11401.700195,11253.150391,11385.349609,11385.349609,579200
2020-08-19,11452.150391,11460.349609,11394.099609,11408.400391,11408.400391,626200
2020-08-20,11317.450195,11361.450195,11289.799805,11312.200195,11312.200195,791600
2020-08-21,11409.650391,11418.500000,11362.200195,11371.599609,11371.599609,668700
2020-08-24,11412.000000,11497.250000,11410.650391,11466.450195,11466.450195,532900
2020-08-25,11513.099609,11525.900391,11423.349609,11472.250000,11472.250000,638200
2020-08-26,11512.849609,11561.750000,11461.849609,11549.599609,11549.599609,743400
2020-08-27,11609.299805,11617.349609,11540.599609,11559.250000,11559.250000,719800
2020-08-28,11602.950195,11686.049805,11589.400391,11647.599609,11647.599609,807000
2020-08-31,11777.549805,11794.250000,11325.849609,11387.500000,11387.500000,1371800
2020-09-01,11464.299805,11553.549805,11366.900391,11470.250000,11470.250000,783800
2020-09-02,11478.549805,11554.750000,11430.400391,11535.000000,11535.000000,593500
2020-09-03,11566.200195,11584.950195,11507.650391,11527.450195,11527.450195,607100
2020-09-04,11354.400391,11452.049805,11303.650391,11333.849609,11333.849609,681300
2020-09-07,11359.599609,11381.150391,11251.700195,11355.049805,11355.049805,560300
2020-09-08,11378.549805,11437.250000,11290.450195,11317.349609,11317.349609,572200
2020-09-09,11218.599609,11298.150391,11185.150391,11278.000000,11278.000000,728900
2020-09-10,11363.299805,11464.049805,11327.400391,11449.250000,11449.250000,679400
2020-09-11,11447.799805,11493.500000,11419.900391,11464.450195,11464.450195,554800
2020-09-14,11540.150391,11568.900391,11383.549805,11440.049805,11440.049805,642300
2020-09-15,11487.200195,11535.950195,11442.250000,11521.799805,11521.799805,506700
2020-09-16,11538.450195,11618.099609,11516.750000,11604.549805,11604.549805,527800
2020-09-17,11539.400391,11587.200195,11498.500000,11516.099609,11516.099609,0
2020-09-18,11584.099609,11584.099609,11446.099609,11504.950195,11504.950195,764200
2020-09-21,11503.799805,11535.250000,11218.500000,11250.549805,11250.549805,602900
2020-09-22,11301.750000,11302.200195,11084.650391,11153.650391,11153.650391,672200
2020-09-23,11258.750000,11259.549805,11024.400391,11131.849609,11131.849609,714900
2020-09-24,11011.000000,11015.299805,10790.200195,10805.549805,10805.549805,706100
2020-09-25,10910.400391,11072.599609,10854.849609,11050.250000,11050.250000,559600
2020-09-28,11140.849609,11239.349609,11099.849609,11227.549805,11227.549805,472800
2020-09-29,11288.599609,11305.400391,11181.000000,11222.400391,11222.400391,498300
2020-09-30,11244.450195,11295.400391,11184.549805,11247.549805,11247.549805,499300
2020-10-01,11364.450195,11428.599609,11347.049805,11416.950195,11416.950195,447700
2020-10-05,11487.799805,11578.049805,11452.299805,11503.349609,11503.349609,530600
2020-10-06,11603.450195,11680.299805,11564.299805,11662.400391,11662.400391,561400
2020-10-07,11679.250000,11763.049805,11629.349609,11738.849609,11738.849609,513400
2020-10-08,11835.400391,11905.700195,11791.150391,11834.599609,11834.599609,608800
2020-10-09,11852.049805,11938.599609,11805.200195,11914.200195,11914.200195,611100
2020-10-12,11973.549805,12022.049805,11867.200195,11930.950195,11930.950195,522600
2020-10-13,11934.650391,11988.200195,11888.900391,11934.500000,11934.500000,458300
2020-10-14,11917.400391,11997.200195,11822.150391,11971.049805,11971.049805,569200
2020-10-15,12023.450195,12025.450195,11661.299805,11680.349609,11680.349609,608900
2020-10-16,11727.400391,11789.750000,11667.849609,11762.450195,11762.450195,555800
2020-10-19,11879.200195,11898.250000,11820.400391,11873.049805,11873.049805,541400
2020-10-20,11861.000000,11949.250000,11837.250000,11896.799805,11896.799805,453600
2020-10-21,11958.549805,12018.650391,11775.750000,11937.650391,11937.650391,623700
2020-10-22,11890.000000,11939.549805,11823.450195,11896.450195,11896.450195,544900
2020-10-23,11957.900391,11974.549805,11908.750000,11930.349609,11930.349609,502300
2020-10-26,11937.400391,11942.849609,11711.700195,11767.750000,11767.750000,519800
2020-10-27,11807.099609,11899.049805,11723.000000,11889.400391,11889.400391,616300
2020-10-28,11922.599609,11929.400391,11684.849609,11729.599609,11729.599609,704000
2020-10-29,11633.299805,11744.150391,11606.450195,11670.799805,11670.799805,555000
2020-10-30,11678.450195,11748.950195,11535.450195,11642.400391,11642.400391,553700
2020-11-02,11697.349609,11725.650391,11557.400391,11669.150391,11669.150391,568400
2020-11-03,11734.450195,11836.200195,11723.299805,11813.500000,11813.500000,674300
2020-11-04,11783.349609,11929.650391,11756.400391,11908.500000,11908.500000,667300
2020-11-05,12062.400391,12131.099609,12027.599609,12120.299805,12120.299805,632500
2020-11-06,12156.650391,12280.400391,12131.849609,12263.549805,12263.549805,576800
2020-11-09,12399.400391,12474.049805,12367.349609,12461.049805,12461.049805,553400
2020-11-10,12556.400391,12643.900391,12475.250000,12631.099609,12631.099609,847500
2020-11-11,12680.599609,12769.750000,12571.099609,12749.150391,12749.150391,880500
2020-11-12,12702.150391,12741.150391,12624.849609,12690.799805,12690.799805,622000
2020-11-13,12659.700195,12735.950195,12607.700195,12719.950195,12719.950195,513900
2020-11-14,null,null,null,null,null,null
2020-11-17,12932.500000,12934.049805,12797.099609,12874.200195,12874.200195,707700
2020-11-18,12860.099609,12948.849609,12819.349609,12938.250000,12938.250000,731300
2020-11-19,12839.500000,12963.000000,12745.750000,12771.700195,12771.700195,768800
2020-11-20,12813.400391,12892.450195,12730.250000,12859.049805,12859.049805,664000
2020-11-23,12960.299805,12968.849609,12825.700195,12926.450195,12926.450195,633100
2020-11-24,13002.599609,13079.099609,12978.000000,13055.150391,13055.150391,571900
2020-11-25,13130.000000,13145.849609,12833.650391,12858.400391,12858.400391,679000
2020-11-26,12906.450195,13018.000000,12790.400391,12987.000000,12987.000000,549800
2020-11-27,13012.049805,13035.299805,12914.299805,12968.950195,12968.950195,1162400
2020-12-01,13062.200195,13128.400391,12962.799805,13109.049805,13109.049805,583600
2020-12-02,13121.400391,13128.500000,12983.549805,13113.750000,13113.750000,717700
2020-12-03,13215.299805,13216.599609,13107.900391,13133.900391,13133.900391,713700
2020-12-04,13177.400391,13280.049805,13152.849609,13258.549805,13258.549805,640500
2020-12-07,13264.849609,13366.650391,13241.950195,13355.750000,13355.750000,591700
2020-12-08,13393.849609,13435.450195,13311.049805,13392.950195,13392.950195,543200
2020-12-09,13458.099609,13548.900391,13449.599609,13529.099609,13529.099609,502600
2020-12-10,13488.500000,13503.549805,13399.299805,13478.299805,13478.299805,553400
2020-12-11,13512.299805,13579.349609,13402.849609,13513.849609,13513.849609,787700
2020-12-14,13571.450195,13597.500000,13472.450195,13558.150391,13558.150391,558400
2020-12-15,13547.200195,13589.650391,13447.049805,13567.849609,13567.849609,497600
2020-12-16,13663.099609,13692.349609,13606.450195,13682.700195,13682.700195,462200
2020-12-17,13713.549805,13773.250000,13673.549805,13740.700195,13740.700195,416000
2020-12-18,13764.400391,13772.849609,13658.599609,13760.549805,13760.549805,519400
2020-12-21,13741.900391,13777.500000,13131.450195,13328.400391,13328.400391,687300
2020-12-22,13373.650391,13492.049805,13192.900391,13466.299805,13466.299805,696200
2020-12-23,13473.500000,13619.450195,13432.200195,13601.099609,13601.099609,458700
2020-12-24,13672.150391,13771.750000,13626.900391,13749.250000,13749.250000,471400
2020-12-28,13815.150391,13885.299805,13811.549805,13873.200195,13873.200195,403600
2020-12-29,13910.349609,13967.599609,13859.900391,13932.599609,13932.599609,439600
2020-12-30,13980.900391,13997.000000,13864.950195,13981.950195,13981.950195,380700
2020-12-31,13970.000000,14024.849609,13936.450195,13981.750000,13981.750000,452400
2021-01-01,null,null,null,null,null,null
2021-01-04,14104.349609,14147.950195,13953.750000,14132.900391,14132.900391,495000
2021-01-05,14075.150391,14215.599609,14048.150391,14199.500000,14199.500000,492500
2021-01-06,14240.950195,14244.150391,14039.900391,14146.250000,14146.250000,632300
2021-01-07,14253.750000,14256.250000,14123.099609,14137.349609,14137.349609,559200
2021-01-08,14258.400391,14367.299805,14221.650391,14347.250000,14347.250000,613500
2021-01-11,14474.049805,14498.200195,14383.099609,14484.750000,14484.750000,672900
2021-01-12,14473.799805,14590.650391,14432.849609,14563.450195,14563.450195,929600
2021-01-13,14639.799805,14653.349609,14435.700195,14564.849609,14564.849609,874000
2021-01-14,14550.049805,14617.799805,14471.500000,14595.599609,14595.599609,620200
2021-01-15,14594.349609,14617.450195,14357.849609,14433.700195,14433.700195,789600
2021-01-18,14453.299805,14459.150391,14222.799805,14281.299805,14281.299805,762000
2021-01-19,14371.650391,14546.049805,14350.849609,14521.150391,14521.150391,546100
2021-01-20,14538.299805,14666.450195,14517.549805,14644.700195,14644.700195,623100
2021-01-21,14730.950195,14753.549805,14517.250000,14590.349609,14590.349609,704600
2021-01-22,14583.400391,14619.900391,14357.750000,14371.900391,14371.900391,776800
2021-01-25,14477.799805,14491.099609,14218.599609,14238.900391,14238.900391,618600
2021-01-27,14237.950195,14237.950195,13929.299805,13967.500000,13967.500000,660700
2021-01-28,13810.400391,13898.250000,13713.250000,13817.549805,13817.549805,637900
2021-01-29,13946.599609,13966.849609,13596.750000,13634.599609,13634.599609,753200
2021-02-01,13758.599609,14336.349609,13661.750000,14281.200195,14281.200195,870500
2021-02-02,14481.099609,14731.700195,14469.150391,14647.849609,14647.849609,915000
2021-02-03,14754.900391,14868.849609,14574.150391,14789.950195,14789.950195,869500
2021-02-04,14789.049805,14913.700195,14714.750000,14895.650391,14895.650391,884700
2021-02-05,14952.599609,15014.650391,14864.750000,14924.250000,14924.250000,935600
2021-02-08,15064.299805,15159.900391,15041.049805,15115.799805,15115.799805,671200
2021-02-09,15164.150391,15257.099609,15064.299805,15109.299805,15109.299805,713300
2021-02-10,15119.049805,15168.250000,14977.200195,15106.500000,15106.500000,624800
2021-02-11,15073.250000,15188.500000,15065.400391,15173.299805,15173.299805,500100
2021-02-12,15186.200195,15243.500000,15081.000000,15163.299805,15163.299805,571800
2021-02-15,null,null,null,null,null,null
2021-02-16,15371.450195,15431.750000,15242.200195,15313.450195,15313.450195,648500
2021-02-17,15279.900391,15314.299805,15170.750000,15208.900391,15208.900391,504800
2021-02-18,15238.700195,15250.750000,15078.049805,15118.950195,15118.950195,770600
2021-02-19,15074.799805,15144.049805,14898.200195,14981.750000,14981.750000,712200
2021-02-22,14999.049805,15010.099609,14635.049805,14675.700195,14675.700195,609900
2021-02-23,14782.250000,14806.400391,14651.849609,14804.049805,14804.049805,0
